chr,acc,locus_tag,old_locus_tag,length_nt,start,end,strand,type,annotation
NC_017943.1,WP_004056249.1,HFX_RS16125,HFX_5145,1368,159887,161254,+,protein_coding,nicotinate phosphoribosyltransferase
NC_017943.1,WP_004056247.1,HFX_RS16130,HFX_5146,1281,161393,162673,-,protein_coding,MFS transporter
NC_017943.1,WP_004056245.1,HFX_RS16135,HFX_5147,720,162847,163566,+,protein_coding,transcriptional regulator
NC_017943.1,WP_004056243.1,HFX_RS16140,HFX_5148,444,163660,164103,-,protein_coding,Hsp20/alpha crystallin family protein
NC_017943.1,WP_004056242.1,HFX_RS16145,HFX_5149,780,164991,165770,+,protein_coding,ABC transporter ATP-binding protein
NC_017943.1,WP_004056241.1,HFX_RS16150,HFX_5150,1611,165767,167377,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056240.1,HFX_RS16155,HFX_5151,330,167553,167882,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056239.1,HFX_RS16160,HFX_5152,453,167956,168408,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056237.1,HFX_RS16165,HFX_5153,966,168646,169611,-,protein_coding,EamA/RhaT family transporter
NC_017943.1,WP_004056235.1,HFX_RS16170,HFX_5154,789,169817,170605,+,protein_coding,DUF1724 domain-containing protein
NC_017943.1,WP_004056231.1,HFX_RS16175,HFX_5157,618,170918,171535,-,protein_coding,class I SAM-dependent methyltransferase
NC_017943.1,WP_014732675.1,HFX_RS19355,HFX_5158,231,171790,172020,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056229.1,HFX_RS16180,HFX_5159,1515,172272,173786,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056227.1,HFX_RS16185,HFX_5160,1179,173998,175176,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056225.1,HFX_RS16190,HFX_5161,795,175183,175977,+,protein_coding,ABC transporter ATP-binding protein
NC_017943.1,WP_014732676.1,HFX_RS16195,HFX_5162,1182,176072,177253,+,protein_coding,ABC transporter permease
NC_017943.1,WP_004056220.1,HFX_RS16200,HFX_5163,1173,177315,178487,+,protein_coding,ABC transporter permease
NC_017943.1,WP_004056219.1,HFX_RS16205,HFX_5164,789,178720,179508,-,protein_coding,PQQ repeat-containing protein
NC_017943.1,WP_004056218.1,HFX_RS16210,HFX_5165,867,179612,180478,-,protein_coding,hypothetical protein
NC_017943.1,WP_004056214.1,HFX_RS16220,HFX_5166,1947,181195,183141,+,protein_coding,threonine--tRNA ligase
NC_017943.1,WP_004056211.1,HFX_RS16225,HFX_5167,828,183298,184125,-,protein_coding,phospho-3-sulfolactate synthase
NC_017943.1,WP_004056209.1,HFX_RS16230,HFX_5168,1350,184196,185545,-,protein_coding,MmgE/PrpD family protein
NC_017943.1,WP_004056207.1,HFX_RS16235,HFX_5169,318,185860,186177,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056205.1,HFX_RS16240,HFX_5170,921,186388,187308,-,protein_coding,cysteine synthase A
NC_017943.1,WP_004056203.1,HFX_RS16245,HFX_5171,1359,187509,188867,-,protein_coding,restriction endonuclease
NC_017943.1,WP_014732678.1,HFX_RS19360,HFX_5172,186,188905,189090,-,protein_coding,hypothetical protein
NC_017943.1,WP_004056200.1,HFX_RS16255,HFX_5173,1380,189684,191063,-,protein_coding,hypothetical protein
NC_017943.1,WP_014732679.1,HFX_RS16260,HFX_5174,714,191060,191773,-,protein_coding,hypothetical protein
NC_017943.1,WP_004056196.1,HFX_RS16265,HFX_5175,774,191926,192699,+,protein_coding,transcriptional regulator
NC_017943.1,WP_004056194.1,HFX_RS16270,HFX_5176,1077,192727,193803,-,protein_coding,type 2 isopentenyl-diphosphate Delta-isomerase
NC_017943.1,WP_004056193.1,HFX_RS16275,HFX_5177,1011,194002,195012,+,protein_coding,transcription initiation factor IIB 2
NC_017943.1,WP_004056191.1,HFX_RS16280,HFX_5178,258,195050,195307,-,protein_coding,hypothetical protein
NC_017943.1,WP_004056189.1,HFX_RS16285,HFX_5179,2664,195882,198545,+,protein_coding,DNA-binding protein
NC_017943.1,WP_004056184.1,HFX_RS16290,HFX_5181,1800,199052,200851,+,protein_coding,subtilisin-like serine protease
NC_017943.1,WP_004056182.1,HFX_RS16295,HFX_5182,486,201010,201495,-,protein_coding,hypothetical protein
NC_017943.1,WP_014732682.1,HFX_RS16300,HFX_5183,1347,201650,202996,+,protein_coding,divalent metal cation transporter
NC_017943.1,WP_004056179.1,HFX_RS16305,HFX_5184,375,203008,203382,-,protein_coding,SH3 domain-containing protein
NC_017943.1,NA,HFX_RS16310,HFX_5185,573,203621,204193,-,pseudogene,IS6 family transposase
NC_017943.1,WP_004056173.1,HFX_RS16320,HFX_5187,741,204643,205383,+,protein_coding,hypothetical protein
NC_017943.1,NA,HFX_RS19370,HFX_5188,519,205740,206258,-,pseudogene,hypothetical protein
NC_017943.1,WP_014732683.1,HFX_RS19375,HFX_5189,417,206416,206832,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056167.1,HFX_RS16335,HFX_5190,1572,207568,209139,+,protein_coding,acyl CoA:acetate/3-ketoacid CoA transferase
NC_017943.1,WP_004056166.1,HFX_RS16340,HFX_5191,1782,209433,211214,-,protein_coding,N-methylhydantoinase
NC_017943.1,WP_004056165.1,HFX_RS16345,HFX_5192,2055,211211,213265,-,protein_coding,hydantoinase/oxoprolinase family protein
NC_017943.1,WP_014732684.1,HFX_RS16350,HFX_5193,1671,213467,215137,+,protein_coding,ABC transporter substrate-binding protein
NC_017943.1,WP_004056163.1,HFX_RS16355,HFX_5194,1020,215147,216166,+,protein_coding,ABC transporter permease
NC_017943.1,WP_004056162.1,HFX_RS16360,HFX_5195,903,216168,217070,+,protein_coding,ABC transporter permease
NC_017943.1,WP_004056161.1,HFX_RS16365,HFX_5196,1152,217070,218221,+,protein_coding,ABC transporter ATP-binding protein
NC_017943.1,WP_004056160.1,HFX_RS16370,HFX_5197,1110,218218,219327,+,protein_coding,ABC transporter ATP-binding protein
NC_017943.1,WP_004056159.1,HFX_RS16375,HFX_5198,2049,219353,221401,+,protein_coding,hydantoinase/oxoprolinase family protein
NC_017943.1,WP_004056158.1,HFX_RS16380,HFX_5199,1833,221404,223236,+,protein_coding,N-methylhydantoinase
NC_017943.1,WP_004056157.1,HFX_RS16385,HFX_5200,333,223233,223565,+,protein_coding,cupin domain-containing protein
NC_017943.1,WP_049917395.1,HFX_RS16390,HFX_5201,534,223575,224108,-,protein_coding,Lrp/AsnC family transcriptional regulator
NC_017943.1,WP_004056155.1,HFX_RS16395,HFX_5202,495,224414,224908,-,protein_coding,hypothetical protein
NC_017943.1,WP_014732685.1,HFX_RS16400,HFX_5203,339,224905,225243,-,protein_coding,ArsR family transcriptional regulator
NC_017943.1,WP_004056153.1,HFX_RS16405,HFX_5204,717,225541,226257,-,protein_coding,alpha/beta hydrolase
NC_017943.1,WP_004056152.1,HFX_RS16410,HFX_5205,1128,226491,227618,+,protein_coding,NAD(P)-dependent alcohol dehydrogenase
NC_017943.1,WP_004056151.1,HFX_RS16415,HFX_5206,351,227775,228125,+,protein_coding,hypothetical protein
NC_017943.1,WP_014732687.1,HFX_RS16420,HFX_5208,396,228242,228637,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056149.1,HFX_RS16425,HFX_5210,1215,228679,229893,-,protein_coding,permease
NC_017943.1,WP_004056148.1,HFX_RS16430,HFX_5211,1182,230074,231255,+,protein_coding,sensor histidine kinase
NC_017943.1,WP_004056147.1,HFX_RS16435,HFX_5212,588,231312,231899,-,protein_coding,amino acid permease
NC_017943.1,WP_004056146.1,HFX_RS16440,HFX_5213,2346,231956,234301,+,protein_coding,amino acid permease
NC_017943.1,WP_014732688.1,HFX_RS16445,HFX_5214,276,234459,234734,-,protein_coding,hypothetical protein
NC_017943.1,WP_014732689.1,HFX_RS16450,HFX_5215,747,234740,235486,-,protein_coding,beta-ketoacyl-ACP reductase
NC_017943.1,WP_004056143.1,HFX_RS16455,HFX_5216,477,235757,236233,-,protein_coding,hypothetical protein
NC_017943.1,WP_004056142.1,HFX_RS16460,HFX_5217,606,236539,237144,-,protein_coding,enoyl-CoA hydratase
NC_017943.1,WP_004056141.1,HFX_RS16465,HFX_5218,333,237387,237719,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056140.1,HFX_RS16470,HFX_5219,465,237712,238176,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056139.1,HFX_RS16475,HFX_5220,549,238219,238767,+,protein_coding,poly(3-hydroxyalkanoate) synthase subunit PhaE
NC_017943.1,WP_004056138.1,HFX_RS16480,HFX_5221,1479,238764,240242,+,protein_coding,class III poly(R)-hydroxyalkanoic acid synthase subunit PhaC
NC_017943.1,WP_004056137.1,HFX_RS16485,HFX_5223,423,240267,240689,-,protein_coding,universal stress protein
NC_017943.1,NA,HFX_RS16490,HFX_5225,84,241596,241679,-,tRNA,tRNA-Ser
NC_017943.1,WP_004056135.1,HFX_RS16495,HFX_5226,306,241888,242193,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056134.1,HFX_RS16500,HFX_5227,1029,242269,243297,-,protein_coding,NAD(P)-dependent alcohol dehydrogenase
NC_017943.1,WP_004056133.1,HFX_RS16505,HFX_5228,639,243615,244253,+,protein_coding,phosphoribosyltransferase
NC_017943.1,WP_004056131.1,HFX_RS16510,HFX_5230,879,244453,245331,-,protein_coding,universal stress protein
NC_017943.1,WP_004056130.1,HFX_RS16515,HFX_5231,429,245552,245980,+,protein_coding,CBS domain-containing protein
NC_017943.1,WP_014732692.1,HFX_RS16520,HFX_5232,2337,246124,248460,+,protein_coding,copper-translocating P-type ATPase
NC_017943.1,WP_004056128.1,HFX_RS16525,HFX_5233,984,248508,249491,-,protein_coding,deoxyhypusine synthase
NC_017943.1,WP_014732693.1,HFX_RS19385,HFX_5234,180,249688,249867,-,protein_coding,hypothetical protein
NC_017943.1,WP_004056127.1,HFX_RS16530,HFX_5235,1335,250174,251508,+,protein_coding,multicopper oxidase
NC_017943.1,WP_004056126.1,HFX_RS16535,HFX_5236,1212,251509,252720,+,protein_coding,hypothetical protein
NC_017943.1,WP_014732694.1,HFX_RS16540,HFX_5237,429,252759,253187,+,protein_coding,copper-binding plastocyanin like protein
NC_017943.1,WP_014732695.1,HFX_RS16545,HFX_5238,693,253228,253920,+,protein_coding,metal-dependent transcriptional regulator
NC_017943.1,WP_004056123.1,HFX_RS16550,HFX_5239,483,253973,254455,-,protein_coding,hypothetical protein
NC_017943.1,WP_004056122.1,HFX_RS16555,HFX_5240,963,254452,255414,-,protein_coding,hypothetical protein
NC_017943.1,WP_004056121.1,HFX_RS16560,HFX_5241,1083,255485,256567,-,protein_coding,hypothetical protein
NC_017943.1,WP_014732696.1,HFX_RS16565,HFX_5242,273,256581,256853,-,protein_coding,hypothetical protein
NC_017943.1,WP_004056119.1,HFX_RS19390,HFX_5243,231,256808,257038,-,protein_coding,hypothetical protein
NC_017943.1,WP_004056118.1,HFX_RS16570,HFX_5244,2028,257327,259354,-,protein_coding,hypothetical protein
NC_017943.1,WP_004056117.1,HFX_RS16575,HFX_5245,186,259351,259536,-,protein_coding,hypothetical protein
NC_017943.1,WP_004056116.1,HFX_RS16580,HFX_5246,657,259701,260357,-,protein_coding,transcriptional regulator
NC_017943.1,WP_004056115.1,HFX_RS16585,HFX_5247,609,260551,261159,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056114.1,HFX_RS16590,HFX_5248,1623,261156,262778,-,protein_coding,alkaline phosphatase
NC_017943.1,WP_004056113.1,HFX_RS16595,HFX_5249,195,262967,263161,+,protein_coding,hypothetical protein
NC_017943.1,WP_014732699.1,HFX_RS16600,HFX_5250,5577,263347,268923,+,protein_coding,hypothetical protein
NC_017943.1,WP_014732700.1,HFX_RS16605,HFX_5251,4113,268920,273032,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056485.1,HFX_RS16610,HFX_5252,3429,273032,276460,+,protein_coding,hypothetical protein
NC_017943.1,WP_049917392.1,HFX_RS16615,HFX_5253,396,276531,276926,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056483.1,HFX_RS16620,HFX_5254,963,277074,278036,+,protein_coding,MoxR family ATPase
NC_017943.1,WP_004056482.1,HFX_RS16625,HFX_5255,477,278078,278554,-,protein_coding,hypothetical protein
NC_017943.1,WP_004056481.1,HFX_RS16630,HFX_5256,1983,278577,280559,-,protein_coding,DUF58 domain-containing protein
NC_017943.1,WP_004056480.1,HFX_RS16635,HFX_5257,771,280556,281326,-,protein_coding,DUF4129 domain-containing protein
NC_017943.1,WP_014732702.1,HFX_RS19395,HFX_5258,264,281548,281811,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056479.1,HFX_RS16640,HFX_5259,1017,281944,282960,+,protein_coding,ABC transporter ATP-binding protein
NC_017943.1,WP_004056478.1,HFX_RS16645,HFX_5260,783,282953,283735,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056477.1,HFX_RS16650,HFX_5261,705,283819,284523,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056476.1,HFX_RS16655,HFX_5262,708,284610,285317,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056475.1,HFX_RS16660,HFX_5263,183,285376,285558,-,protein_coding,hypothetical protein
NC_017943.1,WP_014732703.1,HFX_RS16665,HFX_5264,1080,286110,287189,+,protein_coding,halocin-H4
NC_017943.1,WP_014732704.1,HFX_RS16670,HFX_5265,408,287190,287597,-,protein_coding,hypothetical protein
NC_017943.1,WP_004056472.1,HFX_RS16675,HFX_5266,1416,288084,289499,+,protein_coding,peptide ABC transporter substrate-binding protein
NC_017943.1,WP_014732705.1,HFX_RS16680,HFX_5267,951,289572,290522,+,protein_coding,ABC transporter permease
NC_017943.1,WP_004056470.1,HFX_RS16685,HFX_5268,915,290540,291454,+,protein_coding,ABC transporter permease
NC_017943.1,WP_004056469.1,HFX_RS16690,HFX_5269,1092,291451,292542,+,protein_coding,ABC transporter ATP-binding protein
NC_017943.1,WP_004056468.1,HFX_RS16695,HFX_5270,1029,292539,293567,+,protein_coding,ABC transporter ATP-binding protein
NC_017943.1,WP_004056467.1,HFX_RS16700,HFX_5272,729,293676,294404,-,protein_coding,hypothetical protein
NC_017943.1,WP_014732707.1,HFX_RS19400,HFX_5273,180,295827,296006,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056466.1,HFX_RS16705,HFX_5274,1497,294410,295906,-,protein_coding,hypothetical protein
NC_017943.1,WP_014732708.1,HFX_RS16710,HFX_5275,885,296907,297791,+,protein_coding,nitrite reductase
NC_017943.1,WP_004056464.1,HFX_RS16715,HFX_5276,756,297788,298543,+,protein_coding,ABC transporter ATP-binding protein
NC_017943.1,WP_014732709.1,HFX_RS16720,HFX_5277,576,298540,299115,+,protein_coding,hypothetical protein
NC_017943.1,WP_014732710.1,HFX_RS16725,HFX_5278,1473,299676,301148,+,protein_coding,sodium-dependent transporter
NC_017943.1,WP_004056461.1,HFX_RS16730,HFX_5279,324,301150,301473,+,protein_coding,hypothetical protein
NC_017943.1,WP_014732711.1,HFX_RS19405,HFX_5280,183,301647,301829,-,protein_coding,hypothetical protein
NC_017943.1,WP_004056459.1,HFX_RS16740,HFX_5281,1398,302954,304351,+,protein_coding,ATP-binding protein
NC_017943.1,WP_004056458.1,HFX_RS16745,HFX_5282,687,304381,305067,+,protein_coding,DNA-binding protein
NC_017943.1,WP_004056457.1,HFX_RS16750,HFX_5283,216,305829,306044,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056456.1,HFX_RS16755,HFX_5284,606,306049,306654,-,protein_coding,HD family hydrolase
NC_017943.1,WP_004056455.1,HFX_RS16760,HFX_5285,738,306941,307678,+,protein_coding,hypothetical protein
NC_017943.1,WP_049917389.1,HFX_RS16765,HFX_5287,1854,308018,309871,+,protein_coding,potassium transporter
NC_017943.1,WP_014732714.1,HFX_RS16775,HFX_5288,621,310430,311050,-,protein_coding,alpha/beta hydrolase
NC_017943.1,WP_004056451.1,HFX_RS16780,HFX_5289,828,311166,311993,+,protein_coding,sugar phosphate isomerase/epimerase
NC_017943.1,WP_049917388.1,HFX_RS16785,HFX_5290,1629,312174,313802,-,protein_coding,phosphodiesterase
NC_017943.1,WP_004056449.1,HFX_RS16790,HFX_5291,1302,314059,315360,+,protein_coding,hypothetical protein
NC_017943.1,WP_004056448.1,HFX_RS16795,HFX_5292,1020,315403,316422,-,protein_coding,GNAT family N-acetyltransferase
NC_017943.1,WP_014732716.1,HFX_RS16800,HFX_5293,393,316911,317303,+,protein_coding,pyridoxamine 5'-phosphate oxidase
NC_017943.1,WP_004056446.1,HFX_RS16805,HFX_5294,1530,317342,318871,-,protein_coding,sodium:proline symporter
NC_017943.1,WP_004056445.1,HFX_RS16810,HFX_5295,810,318865,319674,-,protein_coding,transcriptional regulator
NC_017943.1,WP_004056444.1,HFX_RS16815,HFX_5296,666,319671,320336,-,protein_coding,thiaminase II
NC_017943.1,WP_004056443.1,HFX_RS16820,HFX_5297,567,320643,321209,+,protein_coding,TATA-box-binding protein
NC_017944.1,WP_004060621.1,HFX_RS16825,HFX_6001,1239,1,1239,-,protein_coding,cell division control protein Cdc6
NC_017944.1,WP_004060620.1,HFX_RS16830,HFX_6002,1596,2084,3679,-,protein_coding,dehydrogenase SagB
NC_017944.1,WP_004060619.1,HFX_RS16835,HFX_6003,363,3780,4142,-,protein_coding,hypothetical protein
NC_017944.1,WP_004060618.1,HFX_RS16840,HFX_6004,1152,4139,5290,-,protein_coding,3-ketoacyl-CoA thiolase
NC_017944.1,WP_081603739.1,HFX_RS16845,HFX_6005,594,5416,6009,+,protein_coding,N-acetyltransferase
NC_017944.1,WP_081603738.1,HFX_RS16850,HFX_6006,1005,6259,7263,+,protein_coding,sodium:phosphate symporter
NC_017944.1,WP_004060615.1,HFX_RS16855,HFX_6007,429,7470,7898,+,protein_coding,universal stress protein
NC_017944.1,WP_004060614.1,HFX_RS16860,HFX_6008,1254,8165,9418,+,protein_coding,MgtC/SapB family protein
NC_017944.1,WP_004060613.1,HFX_RS16865,HFX_6009,963,9594,10556,+,protein_coding,Na+/Ca2+-antiporter-like protein
NC_017944.1,WP_004060612.1,HFX_RS16870,HFX_6010,456,10575,11030,-,protein_coding,universal stress protein
NC_017944.1,WP_004060610.1,HFX_RS16875,HFX_6012,843,11501,12343,+,protein_coding,endonuclease IV
NC_017944.1,WP_004060609.1,HFX_RS16880,HFX_6013,1725,12436,14160,+,protein_coding,"ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent"
NC_017944.1,WP_004060608.1,HFX_RS16885,HFX_6014,621,14336,14956,+,protein_coding,superoxide dismutase
NC_017944.1,WP_004060607.1,HFX_RS16890,HFX_6015,1158,15095,16252,+,protein_coding,3-ketoacyl-CoA thiolase
NC_017944.1,WP_004060606.1,HFX_RS16895,HFX_6016,381,16255,16635,+,protein_coding,hypothetical protein
NC_017944.1,WP_049917527.1,HFX_RS16900,HFX_6017,645,16900,17544,+,protein_coding,phosphoserine phosphatase SerB
NC_017944.1,WP_004060604.1,HFX_RS16905,HFX_6018,1221,17736,18956,+,protein_coding,CBS domain-containing protein
NC_017944.1,WP_014732721.1,HFX_RS19415,HFX_6019,204,19035,19238,+,protein_coding,hypothetical protein
NC_017944.1,WP_004060603.1,HFX_RS16910,HFX_6020,873,19344,20216,-,protein_coding,universal stress protein
NC_017944.1,WP_004060602.1,HFX_RS16915,HFX_6021,465,20445,20909,+,protein_coding,hypothetical protein
NC_017944.1,WP_004060600.1,HFX_RS16920,HFX_6023,1245,21540,22784,-,protein_coding,NADH dehydrogenase
NC_017944.1,WP_014732722.1,HFX_RS16925,HFX_6024,978,22939,23916,+,protein_coding,IS1595 family transposase
NC_017944.1,WP_004061092.1,HFX_RS16930,HFX_6026,534,23980,24513,-,protein_coding,HD domain-containing protein
NC_017944.1,WP_004061089.1,HFX_RS16935,HFX_6027,1386,25744,27129,+,protein_coding,hypothetical protein
NC_017944.1,WP_049917579.1,HFX_RS16940,HFX_6028,1293,27254,28546,+,protein_coding,ABC transporter substrate-binding protein
NC_017944.1,WP_004061086.1,HFX_RS16945,HFX_6029,2187,28667,30853,+,protein_coding,PAS domain-containing sensor histidine kinase
NC_017944.1,WP_014732725.1,HFX_RS16950,HFX_6030,792,31719,32510,+,protein_coding,alpha/beta hydrolase
NC_017944.1,WP_049917560.1,HFX_RS16955,HFX_6031,1638,32773,34410,+,protein_coding,potassium transporter
NC_017944.1,WP_004061083.1,HFX_RS16960,HFX_6032,1689,35487,37175,+,protein_coding,thiamine pyrophosphate-binding protein
NC_017944.1,WP_004061082.1,HFX_RS16965,HFX_6033,975,37232,38206,+,protein_coding,NAD(P)-dependent oxidoreductase
NC_017944.1,WP_004061081.1,HFX_RS16970,HFX_6034,612,38320,38931,-,protein_coding,HD domain-containing protein
NC_017944.1,WP_014732728.1,HFX_RS16975,HFX_6035,735,38921,39655,-,protein_coding,EthD family reductase
NC_017944.1,WP_049917558.1,HFX_RS16980,HFX_6036,1269,39805,41073,+,protein_coding,aminopeptidase P family protein
NC_017944.1,WP_004061078.1,HFX_RS16985,HFX_6037,1017,41234,42250,-,protein_coding,alpha-ketoacid dehydrogenase subunit beta
NC_017944.1,WP_004061077.1,HFX_RS16990,HFX_6038,1149,42247,43395,-,protein_coding,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
NC_017944.1,WP_014732729.1,HFX_RS16995,HFX_6039,1428,43938,45365,-,protein_coding,sodium-dependent transporter
NC_017944.1,WP_004061075.1,HFX_RS17000,HFX_6040,1122,45537,46658,-,protein_coding,aminotransferase class V-fold PLP-dependent enzyme
NC_017944.1,WP_004061074.1,HFX_RS17005,HFX_6041,1362,47591,48952,+,protein_coding,NAD-dependent succinate-semialdehyde dehydrogenase
NC_017944.1,WP_014732730.1,HFX_RS17010,HFX_6042,780,49187,49966,+,protein_coding,IclR family transcriptional regulator
NC_017944.1,WP_004061072.1,HFX_RS17015,HFX_6043,663,50074,50736,+,protein_coding,NADPH-dependent F420 reductase
NC_017944.1,WP_014732731.1,HFX_RS19420,HFX_6044,276,50942,51217,-,protein_coding,hypothetical protein
NC_017944.1,WP_004061071.1,HFX_RS17020,HFX_6045,756,52069,52824,-,protein_coding,N-acetyltransferase
NC_017944.1,WP_014732732.1,HFX_RS17025,HFX_6046,792,52967,53758,-,protein_coding,hypothetical protein
NC_017944.1,WP_014732733.1,HFX_RS17030,HFX_6047,612,53793,54404,-,protein_coding,DUF1326 domain-containing protein
NC_017944.1,WP_049917577.1,HFX_RS17035,HFX_6048,306,54938,55243,+,protein_coding,translation initiation factor
NC_017944.1,WP_004061067.1,HFX_RS17040,HFX_6049,732,55344,56075,+,protein_coding,N-acetyltransferase
NC_017944.1,WP_004061065.1,HFX_RS17050,HFX_6050,966,57052,58017,+,protein_coding,arsenic-transporting ATPase
NC_017944.1,WP_004061064.1,HFX_RS17055,HFX_6051,1179,58391,59569,+,protein_coding,acetyl-CoA C-acyltransferase
NC_017944.1,WP_004061063.1,HFX_RS17060,HFX_6052,1221,59631,60851,-,protein_coding,hypothetical protein
NC_017944.1,WP_004061062.1,HFX_RS17065,HFX_6053,1062,61018,62079,+,protein_coding,hypothetical protein
NC_017944.1,WP_004061061.1,HFX_RS17070,HFX_6054,417,62120,62536,-,protein_coding,PPOX class F420-dependent oxidoreductase
NC_017944.1,WP_081603748.1,HFX_RS17075,HFX_6055,612,62673,63284,+,protein_coding,YbhB/YbcL family Raf kinase inhibitor-like protein
NC_017944.1,WP_004061059.1,HFX_RS17080,HFX_6056,2757,63723,66479,+,protein_coding,UPF0182 family protein
NC_017944.1,WP_014732737.1,HFX_RS19430,HFX_6057,195,66430,66624,-,protein_coding,hypothetical protein
NC_017944.1,WP_004061058.1,HFX_RS17085,HFX_6058,270,66715,66984,-,protein_coding,hypothetical protein
NC_017944.1,WP_004061057.1,HFX_RS17090,HFX_6059,417,67073,67489,+,protein_coding,hypothetical protein
NC_017944.1,WP_004061056.1,HFX_RS17095,HFX_6060,1020,67586,68605,-,protein_coding,DUF4872 domain-containing protein
NC_017944.1,WP_004061055.1,HFX_RS17100,HFX_6061,1080,68758,69837,+,protein_coding,poly(3-hydroxyalkanoate) synthase subunit PhaC
NC_017944.1,WP_004061054.1,HFX_RS17105,HFX_6062,267,70075,70341,-,protein_coding,hypothetical protein
NC_017944.1,WP_004061052.1,HFX_RS17115,HFX_6063,702,73253,73954,+,protein_coding,hypothetical protein
NC_017944.1,WP_004061051.1,HFX_RS17120,HFX_6064,4224,74494,78717,+,protein_coding,hypothetical protein
NC_017944.1,WP_004061050.1,HFX_RS17125,HFX_6065,4128,78773,82900,-,protein_coding,hypothetical protein
NC_017944.1,WP_004061049.1,HFX_RS17130,HFX_6066,405,83152,83556,+,protein_coding,hypothetical protein
NC_017944.1,WP_004061048.1,HFX_RS17135,HFX_6067,1245,83775,85019,+,protein_coding,hypothetical protein
NC_017944.1,WP_004061047.1,HFX_RS17140,HFX_6068,261,85499,85759,-,protein_coding,hypothetical protein
NC_017944.1,WP_004061046.1,HFX_RS17145,HFX_6069,1209,85884,87092,+,protein_coding,hypothetical protein
NC_017944.1,WP_004061045.1,HFX_RS17150,HFX_6071,285,87454,87738,+,protein_coding,PadR family transcriptional regulator
NC_017944.1,WP_081831436.1,HFX_RS19435,HFX_6072,207,87844,88050,-,protein_coding,hypothetical protein
NC_017944.1,WP_004061044.1,HFX_RS17155,HFX_6073,372,88159,88530,-,protein_coding,Hsp20/alpha crystallin family protein
NC_017944.1,WP_004061042.1,HFX_RS17160,HFX_6075,255,89461,89715,-,protein_coding,hypothetical protein
NC_017944.1,WP_014732744.1,HFX_RS17165,HFX_6076,1731,89778,91508,-,protein_coding,serine protease
NC_017944.1,WP_004061040.1,HFX_RS17170,HFX_6077,1032,91842,92873,-,protein_coding,ABC transporter ATP-binding protein
NC_017944.1,WP_014732745.1,HFX_RS17175,HFX_6079,831,92876,93706,-,protein_coding,sulfate ABC transporter permease
NC_017944.1,WP_004061038.1,HFX_RS17180,HFX_6080,912,93709,94620,-,protein_coding,iron ABC transporter permease
NC_017944.1,WP_004061037.1,HFX_RS17185,HFX_6081,1128,94621,95748,-,protein_coding,sulfate ABC transporter substrate-binding protein
NC_017944.1,WP_004061036.1,HFX_RS17190,HFX_6082,1590,96106,97695,-,protein_coding,BCCT family transporter
NC_017944.1,WP_004061035.1,HFX_RS17195,HFX_6083,333,98034,98366,+,protein_coding,(2Fe-2S)-binding protein
NC_017944.1,WP_004061033.1,HFX_RS17205,HFX_6084,867,99179,100045,-,protein_coding,ubiquinone biosynthesis protein UbiA
NC_017944.1,NA,HFX_RS19440,HFX_6085,580,100235,100814,-,pseudogene,IS6 family transposase
NC_017944.1,WP_004061032.1,HFX_RS17210,HFX_6086,1152,101526,102677,+,protein_coding,signal peptidase I
NC_017944.1,WP_004061031.1,HFX_RS17215,HFX_6088,1104,102719,103822,-,protein_coding,hypothetical protein
NC_017944.1,WP_004061030.1,HFX_RS17220,HFX_6089,561,103819,104379,-,protein_coding,hypothetical protein
NC_017944.1,WP_004061029.1,HFX_RS17225,HFX_6090,648,104574,105221,-,protein_coding,hypothetical protein
NC_017944.1,WP_004061028.1,HFX_RS17230,HFX_6091,579,105333,105911,+,protein_coding,hypothetical protein
NC_017944.1,WP_004061027.1,HFX_RS17235,HFX_6092,1110,106115,107224,+,protein_coding,hypothetical protein
NC_017944.1,WP_004061026.1,HFX_RS17240,HFX_6094,1134,107491,108624,-,protein_coding,hypothetical protein
NC_017944.1,WP_004061025.1,HFX_RS17245,HFX_6095,852,108897,109748,+,protein_coding,hypothetical protein
NC_017944.1,WP_014732750.1,HFX_RS19445,HFX_6097,186,110138,110323,-,protein_coding,hypothetical protein
